"Coins on Colnect","List exported on 2025-09-06 13:01:32 GMT+0"
"Launched by collector: ","Patterson Rainbird-Webb [Patterson-Rainbird-Webb]"
"Collector profile on Colnect at: ",https://colnect.com/en/collectors/collector/Patterson-Rainbird-Webb
"This list contains 100 Coins"
"The complete list is too big to be exported in full! Please export smaller lists."
"For the updated list on Colnect visit: ",https://colnect.com/en/coins/list/country/21o44o74o84o139o197o224o225o331/series/n370946-NOT-1816_-_Napoleon_II/catalog/270-World_Coins

Name,Country,Series,"Catalog Codes","Issued on","Last issue date",Distribution,Composition,EdgeVariety,Orientation,Shape,Rim,"Variant Year","Variant Mint Mark","Variant Note",Weight,Width,Height,Thickness,"Ord Wc",Currency,FaceValue,"Known mintage",Variant,Score,Accuracy,ZcoCoinMint,Themes,ItemInscription,Description,Link,List,Quantity,Condition,"Public Note","Private Note"
"50 Centimes (French legend - Small head - coin alignment)",Belgium,"1951~1993 - 5th King Baudouin I - Circulation","Col:BE-000067, WCC:km148.1",1955,2001,"Standard Circulation",Bronze,Plain/smooth,"Coin or Medal alignment ↑O↓ || ↑O↑",Circular,"Raised. Not decorated. Both sides",2001,,"all in mint set MS14",2.75,19,,1.5,26602,"c - Belgian centime",50,295510000,2427,10.05,"Very High","Monnaie Royale de Belgique (Koninklijke Munt van België), Belgium","Professions,Mining,Ribbons,Lamps and Candles,Crowns and Coronets","19,BELGIGUE","[b]Front[/b]: (value) [b]50 CENTIMES[/b] between (top) crown  (left/right) mirrored ribbons  (small year, lower-left) [b]19[/b] or [b]20[/b] and (lower-right) [b]55[/b], [b]58[/b], [b]59[/b], [b]62[/b], [b]64[/b] until [b]83[/b], [b]85[/b], [b]87[/b] until [b]99[/b] or [b]00[/b], [b]01[/b]  legend (French): (top, state name) [b]BELGIQUE[/b]  [b]Back[/b]: Small helmeted mine worker (left) left of miner's lamp  designer: (below lamp) [b]RAU[/b] (Marcel Rau)   legend: none  [b]Edge[/b]: P - plain, type: П    Notes: km144 is very similar to KM # 148.1. the main differences are:   km144: obverse: larger head; reverse: [b]BELGIQUE[/b] farther from rim, smaller crown; right ribbon equal to left, year and [b]CENTIMES[/b] thin.   km148.1 obverse: smaller head; reverse: [b]BELGIQUE[/b] nearest to rim, larger crown, right ribbon different from left, year and [b]CENTIMES[/b] bold.",https://colnect.com/coins/coin/2427,,,,,
"50 Centimes (French legend - Small head - coin alignment)",Belgium,"1951~1993 - 5th King Baudouin I - Circulation","Col:BE-000067, WCC:km148.1",1955,2001,"Standard Circulation",Bronze,Plain/smooth,"Coin or Medal alignment ↑O↓ || ↑O↑",Circular,"Raised. Not decorated. Both sides",2001,,"proof: see km148.2",2.75,19,,1.5,26602,"c - Belgian centime",50,295510000,2427,10.05,"Very High","Monnaie Royale de Belgique (Koninklijke Munt van België), Belgium","Professions,Mining,Ribbons,Lamps and Candles,Crowns and Coronets","19,BELGIGUE","[b]Front[/b]: (value) [b]50 CENTIMES[/b] between (top) crown  (left/right) mirrored ribbons  (small year, lower-left) [b]19[/b] or [b]20[/b] and (lower-right) [b]55[/b], [b]58[/b], [b]59[/b], [b]62[/b], [b]64[/b] until [b]83[/b], [b]85[/b], [b]87[/b] until [b]99[/b] or [b]00[/b], [b]01[/b]  legend (French): (top, state name) [b]BELGIQUE[/b]  [b]Back[/b]: Small helmeted mine worker (left) left of miner's lamp  designer: (below lamp) [b]RAU[/b] (Marcel Rau)   legend: none  [b]Edge[/b]: P - plain, type: П    Notes: km144 is very similar to KM # 148.1. the main differences are:   km144: obverse: larger head; reverse: [b]BELGIQUE[/b] farther from rim, smaller crown; right ribbon equal to left, year and [b]CENTIMES[/b] thin.   km148.1 obverse: smaller head; reverse: [b]BELGIQUE[/b] nearest to rim, larger crown, right ribbon different from left, year and [b]CENTIMES[/b] bold.",https://colnect.com/coins/coin/2427,,,,,
"50 Centimes (Flemish legend - Small head - coin alignment)",Belgium,"1951~1993 - 5th King Baudouin I - Circulation","Col:BE-000068, WCC:km149.1",1956,2007,"Standard Circulation",Bronze,Plain/smooth,"Coin or Medal alignment ↑O↓ || ↑O↑",Circular,"Raised. Not decorated. Both sides",,,,2.75,19,,1.5,26569,"c - Belgian centime",50,326284641,2427,9.91,"Very High","Monnaie Royale de Belgique (Koninklijke Munt van België), Belgium","Professions,Mining,Ribbons,Lamps and Candles,Crowns and Coronets","13,98,BELGIE,CENTIMES","[b]Front[/b]: (value) [b]50 CENTIMES[/b] between (top) crown  (left/right) mirrored ribbons  (small year, lower-left) [b]19[/b] or [b]20[/b] and (lower-right) [b]56[/b] until [b]58[/b], [b]62[/b] until [b]83[/b], [b]85[/b], [b]87[/b] until [b]99[/b] or [b]00[/b], [b]01[/b], [b]07[/b]  legend (Flemish): (top, state name) [b]BELGIË[/b]  [b]Back[/b]: Small helmeted head mine worker (left) left of miner's lamp  designer: (below lamp) [b]RAU[/b] (Marcel Rau)   legend: none  [b]Edge[/b]: P - plain, type: П",https://colnect.com/coins/coin/2428,,,,,
"50 Centimes (Flemish legend - Small head - coin alignment)",Belgium,"1951~1993 - 5th King Baudouin I - Circulation","Col:BE-000068, WCC:km149.1",1956,2007,"Standard Circulation",Bronze,Plain/smooth,"Coin or Medal alignment ↑O↓ || ↑O↑",Circular,"Raised. Not decorated. Both sides",1956,,Unknown,2.75,19,,1.5,26569,"c - Belgian centime",50,326284641,2427,9.91,"Very High","Monnaie Royale de Belgique (Koninklijke Munt van België), Belgium","Professions,Mining,Ribbons,Lamps and Candles,Crowns and Coronets","13,98,BELGIE,CENTIMES","[b]Front[/b]: (value) [b]50 CENTIMES[/b] between (top) crown  (left/right) mirrored ribbons  (small year, lower-left) [b]19[/b] or [b]20[/b] and (lower-right) [b]56[/b] until [b]58[/b], [b]62[/b] until [b]83[/b], [b]85[/b], [b]87[/b] until [b]99[/b] or [b]00[/b], [b]01[/b], [b]07[/b]  legend (Flemish): (top, state name) [b]BELGIË[/b]  [b]Back[/b]: Small helmeted head mine worker (left) left of miner's lamp  designer: (below lamp) [b]RAU[/b] (Marcel Rau)   legend: none  [b]Edge[/b]: P - plain, type: П",https://colnect.com/coins/coin/2428,,,,,
"50 Centimes (Flemish legend - Small head - coin alignment)",Belgium,"1951~1993 - 5th King Baudouin I - Circulation","Col:BE-000068, WCC:km149.1",1956,2007,"Standard Circulation",Bronze,Plain/smooth,"Coin or Medal alignment ↑O↓ || ↑O↑",Circular,"Raised. Not decorated. Both sides",1957,,Unknown,2.75,19,,1.5,26569,"c - Belgian centime",50,326284641,2427,9.91,"Very High","Monnaie Royale de Belgique (Koninklijke Munt van België), Belgium","Professions,Mining,Ribbons,Lamps and Candles,Crowns and Coronets","13,98,BELGIE,CENTIMES","[b]Front[/b]: (value) [b]50 CENTIMES[/b] between (top) crown  (left/right) mirrored ribbons  (small year, lower-left) [b]19[/b] or [b]20[/b] and (lower-right) [b]56[/b] until [b]58[/b], [b]62[/b] until [b]83[/b], [b]85[/b], [b]87[/b] until [b]99[/b] or [b]00[/b], [b]01[/b], [b]07[/b]  legend (Flemish): (top, state name) [b]BELGIË[/b]  [b]Back[/b]: Small helmeted head mine worker (left) left of miner's lamp  designer: (below lamp) [b]RAU[/b] (Marcel Rau)   legend: none  [b]Edge[/b]: P - plain, type: П",https://colnect.com/coins/coin/2428,,,,,
"50 Centimes (Flemish legend - Small head - coin alignment)",Belgium,"1951~1993 - 5th King Baudouin I - Circulation","Col:BE-000068, WCC:km149.1",1956,2007,"Standard Circulation",Bronze,Plain/smooth,"Coin or Medal alignment ↑O↓ || ↑O↑",Circular,"Raised. Not decorated. Both sides",1958,,Unknown,2.75,19,,1.5,26569,"c - Belgian centime",50,326284641,2427,9.91,"Very High","Monnaie Royale de Belgique (Koninklijke Munt van België), Belgium","Professions,Mining,Ribbons,Lamps and Candles,Crowns and Coronets","13,98,BELGIE,CENTIMES","[b]Front[/b]: (value) [b]50 CENTIMES[/b] between (top) crown  (left/right) mirrored ribbons  (small year, lower-left) [b]19[/b] or [b]20[/b] and (lower-right) [b]56[/b] until [b]58[/b], [b]62[/b] until [b]83[/b], [b]85[/b], [b]87[/b] until [b]99[/b] or [b]00[/b], [b]01[/b], [b]07[/b]  legend (Flemish): (top, state name) [b]BELGIË[/b]  [b]Back[/b]: Small helmeted head mine worker (left) left of miner's lamp  designer: (below lamp) [b]RAU[/b] (Marcel Rau)   legend: none  [b]Edge[/b]: P - plain, type: П",https://colnect.com/coins/coin/2428,,,,,
"50 Centimes (Flemish legend - Small head - coin alignment)",Belgium,"1951~1993 - 5th King Baudouin I - Circulation","Col:BE-000068, WCC:km149.1",1956,2007,"Standard Circulation",Bronze,Plain/smooth,"Coin or Medal alignment ↑O↓ || ↑O↑",Circular,"Raised. Not decorated. Both sides",1962,,Unknown,2.75,19,,1.5,26569,"c - Belgian centime",50,326284641,2427,9.91,"Very High","Monnaie Royale de Belgique (Koninklijke Munt van België), Belgium","Professions,Mining,Ribbons,Lamps and Candles,Crowns and Coronets","13,98,BELGIE,CENTIMES","[b]Front[/b]: (value) [b]50 CENTIMES[/b] between (top) crown  (left/right) mirrored ribbons  (small year, lower-left) [b]19[/b] or [b]20[/b] and (lower-right) [b]56[/b] until [b]58[/b], [b]62[/b] until [b]83[/b], [b]85[/b], [b]87[/b] until [b]99[/b] or [b]00[/b], [b]01[/b], [b]07[/b]  legend (Flemish): (top, state name) [b]BELGIË[/b]  [b]Back[/b]: Small helmeted head mine worker (left) left of miner's lamp  designer: (below lamp) [b]RAU[/b] (Marcel Rau)   legend: none  [b]Edge[/b]: P - plain, type: П",https://colnect.com/coins/coin/2428,,,,,
"50 Centimes (Flemish legend - Small head - coin alignment)",Belgium,"1951~1993 - 5th King Baudouin I - Circulation","Col:BE-000068, WCC:km149.1",1956,2007,"Standard Circulation",Bronze,Plain/smooth,"Coin or Medal alignment ↑O↓ || ↑O↑",Circular,"Raised. Not decorated. Both sides",1963,,Unknown,2.75,19,,1.5,26569,"c - Belgian centime",50,326284641,2427,9.91,"Very High","Monnaie Royale de Belgique (Koninklijke Munt van België), Belgium","Professions,Mining,Ribbons,Lamps and Candles,Crowns and Coronets","13,98,BELGIE,CENTIMES","[b]Front[/b]: (value) [b]50 CENTIMES[/b] between (top) crown  (left/right) mirrored ribbons  (small year, lower-left) [b]19[/b] or [b]20[/b] and (lower-right) [b]56[/b] until [b]58[/b], [b]62[/b] until [b]83[/b], [b]85[/b], [b]87[/b] until [b]99[/b] or [b]00[/b], [b]01[/b], [b]07[/b]  legend (Flemish): (top, state name) [b]BELGIË[/b]  [b]Back[/b]: Small helmeted head mine worker (left) left of miner's lamp  designer: (below lamp) [b]RAU[/b] (Marcel Rau)   legend: none  [b]Edge[/b]: P - plain, type: П",https://colnect.com/coins/coin/2428,,,,,
"50 Centimes (Flemish legend - Small head - coin alignment)",Belgium,"1951~1993 - 5th King Baudouin I - Circulation","Col:BE-000068, WCC:km149.1",1956,2007,"Standard Circulation",Bronze,Plain/smooth,"Coin or Medal alignment ↑O↓ || ↑O↑",Circular,"Raised. Not decorated. Both sides",1964,,Unknown,2.75,19,,1.5,26569,"c - Belgian centime",50,326284641,2427,9.91,"Very High","Monnaie Royale de Belgique (Koninklijke Munt van België), Belgium","Professions,Mining,Ribbons,Lamps and Candles,Crowns and Coronets","13,98,BELGIE,CENTIMES","[b]Front[/b]: (value) [b]50 CENTIMES[/b] between (top) crown  (left/right) mirrored ribbons  (small year, lower-left) [b]19[/b] or [b]20[/b] and (lower-right) [b]56[/b] until [b]58[/b], [b]62[/b] until [b]83[/b], [b]85[/b], [b]87[/b] until [b]99[/b] or [b]00[/b], [b]01[/b], [b]07[/b]  legend (Flemish): (top, state name) [b]BELGIË[/b]  [b]Back[/b]: Small helmeted head mine worker (left) left of miner's lamp  designer: (below lamp) [b]RAU[/b] (Marcel Rau)   legend: none  [b]Edge[/b]: P - plain, type: П",https://colnect.com/coins/coin/2428,,,,,
"50 Centimes (Flemish legend - Small head - coin alignment)",Belgium,"1951~1993 - 5th King Baudouin I - Circulation","Col:BE-000068, WCC:km149.1",1956,2007,"Standard Circulation",Bronze,Plain/smooth,"Coin or Medal alignment ↑O↓ || ↑O↑",Circular,"Raised. Not decorated. Both sides",1965,,Unknown,2.75,19,,1.5,26569,"c - Belgian centime",50,326284641,2427,9.91,"Very High","Monnaie Royale de Belgique (Koninklijke Munt van België), Belgium","Professions,Mining,Ribbons,Lamps and Candles,Crowns and Coronets","13,98,BELGIE,CENTIMES","[b]Front[/b]: (value) [b]50 CENTIMES[/b] between (top) crown  (left/right) mirrored ribbons  (small year, lower-left) [b]19[/b] or [b]20[/b] and (lower-right) [b]56[/b] until [b]58[/b], [b]62[/b] until [b]83[/b], [b]85[/b], [b]87[/b] until [b]99[/b] or [b]00[/b], [b]01[/b], [b]07[/b]  legend (Flemish): (top, state name) [b]BELGIË[/b]  [b]Back[/b]: Small helmeted head mine worker (left) left of miner's lamp  designer: (below lamp) [b]RAU[/b] (Marcel Rau)   legend: none  [b]Edge[/b]: P - plain, type: П",https://colnect.com/coins/coin/2428,,,,,
"50 Centimes (Flemish legend - Small head - coin alignment)",Belgium,"1951~1993 - 5th King Baudouin I - Circulation","Col:BE-000068, WCC:km149.1",1956,2007,"Standard Circulation",Bronze,Plain/smooth,"Coin or Medal alignment ↑O↓ || ↑O↑",Circular,"Raised. Not decorated. Both sides",1966,,Unknown,2.75,19,,1.5,26569,"c - Belgian centime",50,326284641,2427,9.91,"Very High","Monnaie Royale de Belgique (Koninklijke Munt van België), Belgium","Professions,Mining,Ribbons,Lamps and Candles,Crowns and Coronets","13,98,BELGIE,CENTIMES","[b]Front[/b]: (value) [b]50 CENTIMES[/b] between (top) crown  (left/right) mirrored ribbons  (small year, lower-left) [b]19[/b] or [b]20[/b] and (lower-right) [b]56[/b] until [b]58[/b], [b]62[/b] until [b]83[/b], [b]85[/b], [b]87[/b] until [b]99[/b] or [b]00[/b], [b]01[/b], [b]07[/b]  legend (Flemish): (top, state name) [b]BELGIË[/b]  [b]Back[/b]: Small helmeted head mine worker (left) left of miner's lamp  designer: (below lamp) [b]RAU[/b] (Marcel Rau)   legend: none  [b]Edge[/b]: P - plain, type: П",https://colnect.com/coins/coin/2428,,,,,
"50 Centimes (Flemish legend - Small head - coin alignment)",Belgium,"1951~1993 - 5th King Baudouin I - Circulation","Col:BE-000068, WCC:km149.1",1956,2007,"Standard Circulation",Bronze,Plain/smooth,"Coin or Medal alignment ↑O↓ || ↑O↑",Circular,"Raised. Not decorated. Both sides",1967,,"mintage incl. km149.2",2.75,19,,1.5,26569,"c - Belgian centime",50,326284641,2427,9.91,"Very High","Monnaie Royale de Belgique (Koninklijke Munt van België), Belgium","Professions,Mining,Ribbons,Lamps and Candles,Crowns and Coronets","13,98,BELGIE,CENTIMES","[b]Front[/b]: (value) [b]50 CENTIMES[/b] between (top) crown  (left/right) mirrored ribbons  (small year, lower-left) [b]19[/b] or [b]20[/b] and (lower-right) [b]56[/b] until [b]58[/b], [b]62[/b] until [b]83[/b], [b]85[/b], [b]87[/b] until [b]99[/b] or [b]00[/b], [b]01[/b], [b]07[/b]  legend (Flemish): (top, state name) [b]BELGIË[/b]  [b]Back[/b]: Small helmeted head mine worker (left) left of miner's lamp  designer: (below lamp) [b]RAU[/b] (Marcel Rau)   legend: none  [b]Edge[/b]: P - plain, type: П",https://colnect.com/coins/coin/2428,,,,,
"50 Centimes (Flemish legend - Small head - coin alignment)",Belgium,"1951~1993 - 5th King Baudouin I - Circulation","Col:BE-000068, WCC:km149.1",1956,2007,"Standard Circulation",Bronze,Plain/smooth,"Coin or Medal alignment ↑O↓ || ↑O↑",Circular,"Raised. Not decorated. Both sides",1968,,Unknown,2.75,19,,1.5,26569,"c - Belgian centime",50,326284641,2427,9.91,"Very High","Monnaie Royale de Belgique (Koninklijke Munt van België), Belgium","Professions,Mining,Ribbons,Lamps and Candles,Crowns and Coronets","13,98,BELGIE,CENTIMES","[b]Front[/b]: (value) [b]50 CENTIMES[/b] between (top) crown  (left/right) mirrored ribbons  (small year, lower-left) [b]19[/b] or [b]20[/b] and (lower-right) [b]56[/b] until [b]58[/b], [b]62[/b] until [b]83[/b], [b]85[/b], [b]87[/b] until [b]99[/b] or [b]00[/b], [b]01[/b], [b]07[/b]  legend (Flemish): (top, state name) [b]BELGIË[/b]  [b]Back[/b]: Small helmeted head mine worker (left) left of miner's lamp  designer: (below lamp) [b]RAU[/b] (Marcel Rau)   legend: none  [b]Edge[/b]: P - plain, type: П",https://colnect.com/coins/coin/2428,,,,,
"50 Centimes (Flemish legend - Small head - coin alignment)",Belgium,"1951~1993 - 5th King Baudouin I - Circulation","Col:BE-000068, WCC:km149.1",1956,2007,"Standard Circulation",Bronze,Plain/smooth,"Coin or Medal alignment ↑O↓ || ↑O↑",Circular,"Raised. Not decorated. Both sides",1969,,"mintage incl. km149.2",2.75,19,,1.5,26569,"c - Belgian centime",50,326284641,2427,9.91,"Very High","Monnaie Royale de Belgique (Koninklijke Munt van België), Belgium","Professions,Mining,Ribbons,Lamps and Candles,Crowns and Coronets","13,98,BELGIE,CENTIMES","[b]Front[/b]: (value) [b]50 CENTIMES[/b] between (top) crown  (left/right) mirrored ribbons  (small year, lower-left) [b]19[/b] or [b]20[/b] and (lower-right) [b]56[/b] until [b]58[/b], [b]62[/b] until [b]83[/b], [b]85[/b], [b]87[/b] until [b]99[/b] or [b]00[/b], [b]01[/b], [b]07[/b]  legend (Flemish): (top, state name) [b]BELGIË[/b]  [b]Back[/b]: Small helmeted head mine worker (left) left of miner's lamp  designer: (below lamp) [b]RAU[/b] (Marcel Rau)   legend: none  [b]Edge[/b]: P - plain, type: П",https://colnect.com/coins/coin/2428,,,,,
"50 Centimes (Flemish legend - Small head - coin alignment)",Belgium,"1951~1993 - 5th King Baudouin I - Circulation","Col:BE-000068, WCC:km149.1",1956,2007,"Standard Circulation",Bronze,Plain/smooth,"Coin or Medal alignment ↑O↓ || ↑O↑",Circular,"Raised. Not decorated. Both sides",1970,,"all in fdc set SS1",2.75,19,,1.5,26569,"c - Belgian centime",50,326284641,2427,9.91,"Very High","Monnaie Royale de Belgique (Koninklijke Munt van België), Belgium","Professions,Mining,Ribbons,Lamps and Candles,Crowns and Coronets","13,98,BELGIE,CENTIMES","[b]Front[/b]: (value) [b]50 CENTIMES[/b] between (top) crown  (left/right) mirrored ribbons  (small year, lower-left) [b]19[/b] or [b]20[/b] and (lower-right) [b]56[/b] until [b]58[/b], [b]62[/b] until [b]83[/b], [b]85[/b], [b]87[/b] until [b]99[/b] or [b]00[/b], [b]01[/b], [b]07[/b]  legend (Flemish): (top, state name) [b]BELGIË[/b]  [b]Back[/b]: Small helmeted head mine worker (left) left of miner's lamp  designer: (below lamp) [b]RAU[/b] (Marcel Rau)   legend: none  [b]Edge[/b]: P - plain, type: П",https://colnect.com/coins/coin/2428,,,,,
"50 Centimes (Flemish legend - Small head - coin alignment)",Belgium,"1951~1993 - 5th King Baudouin I - Circulation","Col:BE-000068, WCC:km149.1",1956,2007,"Standard Circulation",Bronze,Plain/smooth,"Coin or Medal alignment ↑O↓ || ↑O↑",Circular,"Raised. Not decorated. Both sides",1970,,Unknown,2.75,19,,1.5,26569,"c - Belgian centime",50,326284641,2427,9.91,"Very High","Monnaie Royale de Belgique (Koninklijke Munt van België), Belgium","Professions,Mining,Ribbons,Lamps and Candles,Crowns and Coronets","13,98,BELGIE,CENTIMES","[b]Front[/b]: (value) [b]50 CENTIMES[/b] between (top) crown  (left/right) mirrored ribbons  (small year, lower-left) [b]19[/b] or [b]20[/b] and (lower-right) [b]56[/b] until [b]58[/b], [b]62[/b] until [b]83[/b], [b]85[/b], [b]87[/b] until [b]99[/b] or [b]00[/b], [b]01[/b], [b]07[/b]  legend (Flemish): (top, state name) [b]BELGIË[/b]  [b]Back[/b]: Small helmeted head mine worker (left) left of miner's lamp  designer: (below lamp) [b]RAU[/b] (Marcel Rau)   legend: none  [b]Edge[/b]: P - plain, type: П",https://colnect.com/coins/coin/2428,,,,,
"50 Centimes (Flemish legend - Small head - coin alignment)",Belgium,"1951~1993 - 5th King Baudouin I - Circulation","Col:BE-000068, WCC:km149.1",1956,2007,"Standard Circulation",Bronze,Plain/smooth,"Coin or Medal alignment ↑O↓ || ↑O↑",Circular,"Raised. Not decorated. Both sides",1971,,"fdc set SS3",2.75,19,,1.5,26569,"c - Belgian centime",50,326284641,2427,9.91,"Very High","Monnaie Royale de Belgique (Koninklijke Munt van België), Belgium","Professions,Mining,Ribbons,Lamps and Candles,Crowns and Coronets","13,98,BELGIE,CENTIMES","[b]Front[/b]: (value) [b]50 CENTIMES[/b] between (top) crown  (left/right) mirrored ribbons  (small year, lower-left) [b]19[/b] or [b]20[/b] and (lower-right) [b]56[/b] until [b]58[/b], [b]62[/b] until [b]83[/b], [b]85[/b], [b]87[/b] until [b]99[/b] or [b]00[/b], [b]01[/b], [b]07[/b]  legend (Flemish): (top, state name) [b]BELGIË[/b]  [b]Back[/b]: Small helmeted head mine worker (left) left of miner's lamp  designer: (below lamp) [b]RAU[/b] (Marcel Rau)   legend: none  [b]Edge[/b]: P - plain, type: П",https://colnect.com/coins/coin/2428,,,,,
"50 Centimes (Flemish legend - Small head - coin alignment)",Belgium,"1951~1993 - 5th King Baudouin I - Circulation","Col:BE-000068, WCC:km149.1",1956,2007,"Standard Circulation",Bronze,Plain/smooth,"Coin or Medal alignment ↑O↓ || ↑O↑",Circular,"Raised. Not decorated. Both sides",1971,,Unknown,2.75,19,,1.5,26569,"c - Belgian centime",50,326284641,2427,9.91,"Very High","Monnaie Royale de Belgique (Koninklijke Munt van België), Belgium","Professions,Mining,Ribbons,Lamps and Candles,Crowns and Coronets","13,98,BELGIE,CENTIMES","[b]Front[/b]: (value) [b]50 CENTIMES[/b] between (top) crown  (left/right) mirrored ribbons  (small year, lower-left) [b]19[/b] or [b]20[/b] and (lower-right) [b]56[/b] until [b]58[/b], [b]62[/b] until [b]83[/b], [b]85[/b], [b]87[/b] until [b]99[/b] or [b]00[/b], [b]01[/b], [b]07[/b]  legend (Flemish): (top, state name) [b]BELGIË[/b]  [b]Back[/b]: Small helmeted head mine worker (left) left of miner's lamp  designer: (below lamp) [b]RAU[/b] (Marcel Rau)   legend: none  [b]Edge[/b]: P - plain, type: П",https://colnect.com/coins/coin/2428,,,,,
"50 Centimes (Flemish legend - Small head - coin alignment)",Belgium,"1951~1993 - 5th King Baudouin I - Circulation","Col:BE-000068, WCC:km149.1",1956,2007,"Standard Circulation",Bronze,Plain/smooth,"Coin or Medal alignment ↑O↓ || ↑O↑",Circular,"Raised. Not decorated. Both sides",1972,,"fdc set SS5",2.75,19,,1.5,26569,"c - Belgian centime",50,326284641,2427,9.91,"Very High","Monnaie Royale de Belgique (Koninklijke Munt van België), Belgium","Professions,Mining,Ribbons,Lamps and Candles,Crowns and Coronets","13,98,BELGIE,CENTIMES","[b]Front[/b]: (value) [b]50 CENTIMES[/b] between (top) crown  (left/right) mirrored ribbons  (small year, lower-left) [b]19[/b] or [b]20[/b] and (lower-right) [b]56[/b] until [b]58[/b], [b]62[/b] until [b]83[/b], [b]85[/b], [b]87[/b] until [b]99[/b] or [b]00[/b], [b]01[/b], [b]07[/b]  legend (Flemish): (top, state name) [b]BELGIË[/b]  [b]Back[/b]: Small helmeted head mine worker (left) left of miner's lamp  designer: (below lamp) [b]RAU[/b] (Marcel Rau)   legend: none  [b]Edge[/b]: P - plain, type: П",https://colnect.com/coins/coin/2428,,,,,
"50 Centimes (Flemish legend - Small head - coin alignment)",Belgium,"1951~1993 - 5th King Baudouin I - Circulation","Col:BE-000068, WCC:km149.1",1956,2007,"Standard Circulation",Bronze,Plain/smooth,"Coin or Medal alignment ↑O↓ || ↑O↑",Circular,"Raised. Not decorated. Both sides",1972,,Unknown,2.75,19,,1.5,26569,"c - Belgian centime",50,326284641,2427,9.91,"Very High","Monnaie Royale de Belgique (Koninklijke Munt van België), Belgium","Professions,Mining,Ribbons,Lamps and Candles,Crowns and Coronets","13,98,BELGIE,CENTIMES","[b]Front[/b]: (value) [b]50 CENTIMES[/b] between (top) crown  (left/right) mirrored ribbons  (small year, lower-left) [b]19[/b] or [b]20[/b] and (lower-right) [b]56[/b] until [b]58[/b], [b]62[/b] until [b]83[/b], [b]85[/b], [b]87[/b] until [b]99[/b] or [b]00[/b], [b]01[/b], [b]07[/b]  legend (Flemish): (top, state name) [b]BELGIË[/b]  [b]Back[/b]: Small helmeted head mine worker (left) left of miner's lamp  designer: (below lamp) [b]RAU[/b] (Marcel Rau)   legend: none  [b]Edge[/b]: P - plain, type: П",https://colnect.com/coins/coin/2428,,,,,
"50 Centimes (Flemish legend - Small head - coin alignment)",Belgium,"1951~1993 - 5th King Baudouin I - Circulation","Col:BE-000068, WCC:km149.1",1956,2007,"Standard Circulation",Bronze,Plain/smooth,"Coin or Medal alignment ↑O↓ || ↑O↑",Circular,"Raised. Not decorated. Both sides",1973,,"fdc set SS7",2.75,19,,1.5,26569,"c - Belgian centime",50,326284641,2427,9.91,"Very High","Monnaie Royale de Belgique (Koninklijke Munt van België), Belgium","Professions,Mining,Ribbons,Lamps and Candles,Crowns and Coronets","13,98,BELGIE,CENTIMES","[b]Front[/b]: (value) [b]50 CENTIMES[/b] between (top) crown  (left/right) mirrored ribbons  (small year, lower-left) [b]19[/b] or [b]20[/b] and (lower-right) [b]56[/b] until [b]58[/b], [b]62[/b] until [b]83[/b], [b]85[/b], [b]87[/b] until [b]99[/b] or [b]00[/b], [b]01[/b], [b]07[/b]  legend (Flemish): (top, state name) [b]BELGIË[/b]  [b]Back[/b]: Small helmeted head mine worker (left) left of miner's lamp  designer: (below lamp) [b]RAU[/b] (Marcel Rau)   legend: none  [b]Edge[/b]: P - plain, type: П",https://colnect.com/coins/coin/2428,,,,,
"50 Centimes (Flemish legend - Small head - coin alignment)",Belgium,"1951~1993 - 5th King Baudouin I - Circulation","Col:BE-000068, WCC:km149.1",1956,2007,"Standard Circulation",Bronze,Plain/smooth,"Coin or Medal alignment ↑O↓ || ↑O↑",Circular,"Raised. Not decorated. Both sides",1973,,Unknown,2.75,19,,1.5,26569,"c - Belgian centime",50,326284641,2427,9.91,"Very High","Monnaie Royale de Belgique (Koninklijke Munt van België), Belgium","Professions,Mining,Ribbons,Lamps and Candles,Crowns and Coronets","13,98,BELGIE,CENTIMES","[b]Front[/b]: (value) [b]50 CENTIMES[/b] between (top) crown  (left/right) mirrored ribbons  (small year, lower-left) [b]19[/b] or [b]20[/b] and (lower-right) [b]56[/b] until [b]58[/b], [b]62[/b] until [b]83[/b], [b]85[/b], [b]87[/b] until [b]99[/b] or [b]00[/b], [b]01[/b], [b]07[/b]  legend (Flemish): (top, state name) [b]BELGIË[/b]  [b]Back[/b]: Small helmeted head mine worker (left) left of miner's lamp  designer: (below lamp) [b]RAU[/b] (Marcel Rau)   legend: none  [b]Edge[/b]: P - plain, type: П",https://colnect.com/coins/coin/2428,,,,,
